objectid,unicode,name,facility_type,type_code,center,center_code,feature_name,website,capacity,access_to_fire_extinguisher,access_to_kitchenette,access_to_parking_lot,access_to_playground,access_to_restrooms,access_to_spray_park,access_to_vending_machines,ada_accessible_facility,ada_accessible_playground_near,ada_accessible_port_a_john_near,ada_accessible_restroom,bocci_court,furniture_chairs,furniture_tables,indoor_air_conditioning,indoor_audio_system,indoor_heating,indoor_television,outdoor_basketball_courts_nea,outdoor_fishing,outdoor_grill,outdoor_horseshoe_pits_near,outdoor_lake_view,outdoor_lighting,outdoor_swimming_pool_near,outdoor_volleyball,outdoor_water_spigot,outlet_data,outlet_power,outlet_telephone,pet_friendly,port_a_john_near,smoking_not_permitted,smoking_permitted,x,y
1831,,Apache,Shelter,130,Settler's Cabin Park,SC,Apache,https://www.alleghenycounty.us/parks/settlers-cabin/apache.aspx,70,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.15844799,40.42709727
1832,,Dog Park,Dog Park,130,Settler's Cabin Park,SC,Dog Park,https://www.alleghenycounty.us/parks/settlers-cabin/arrowhead.aspx,80,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-80.15598379,40.42334102
1833,,Cayuga,Shelter,130,Settler's Cabin Park,SC,Cayuga,https://www.alleghenycounty.us/parks/settlers-cabin/cayuga.aspx,80,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-80.16046461,40.43505603
1834,,Chippewa,Shelter,130,Settler's Cabin Park,SC,Chippewa,https://www.alleghenycounty.us/parks/settlers-cabin/chippewa.aspx,100,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-80.15742792,40.42779342
1835,,Flint,Shelter,130,Settler's Cabin Park,SC,Flint,https://www.alleghenycounty.us/parks/settlers-cabin/flint.aspx,65,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Non-op,No,No,No,No,No,No,No,-80.15659929,40.42765245
1836,,Gilbert Love,Shelter,130,Settler's Cabin Park,SC,Gilbert Love,https://www.alleghenycounty.us/parks/settlers-cabin/gilbert-love.aspx,80,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.15807885,40.43469882
1837,,Iroquois,Shelter,130,Settler's Cabin Park,SC,Iroquois,https://www.alleghenycounty.us/parks/settlers-cabin/iroquois.aspx,75,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-80.15590106,40.42458475
1838,,Moccasin,Shelter,130,Settler's Cabin Park,SC,Moccasin,https://www.alleghenycounty.us/parks/settlers-cabin/moccasin.aspx,100,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-80.16086778,40.43346796
1839,,Mohawk,Shelter,130,Settler's Cabin Park,SC,Mohawk,https://www.alleghenycounty.us/parks/settlers-cabin/mohawk.aspx,85,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.15841806,40.42886
1840,,Seneca,Shelter,130,Settler's Cabin Park,SC,Seneca,https://www.alleghenycounty.us/parks/settlers-cabin/seneca.aspx,80,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,-80.15820278,40.42553794
1841,,Shawnee,Shelter,130,Settler's Cabin Park,SC,Shawnee,https://www.alleghenycounty.us/parks/settlers-cabin/shawnee.aspx,75,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.15735934,40.42496432
1842,,Tomahawk,Shelter,130,Settler's Cabin Park,SC,Tomahawk,https://www.alleghenycounty.us/parks/settlers-cabin/tomahawk.aspx,60,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,-80.16005747,40.4291783
1843,,100 ACRE HOUSE,Building,10,South Park,SP,100 ACRE HOUSE,https://www.alleghenycounty.us/parks/south-park/100-acre-house.aspx,70,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,-80.00923702,40.33404425
1844,,Black Ash,Building,10,South Park,SP,Black Ash,https://www.alleghenycounty.us/parks/south-park/black-ashes.aspx,100,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,-79.99437642,40.30381495
1845,,Buffalo Inn,Private Rental,10,South Park,SP,Buffalo Inn,https://www.alleghenycounty.us/parks/south-park/buffalo-inn.aspx,200,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,-79.99547777,40.30513491
1846,,Camp Rolling Hills,Building,10,South Park,SP,Camp Rolling Hills,https://www.alleghenycounty.us/parks/south-park/camp-rolling-hills.aspx,25,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,-79.99429643,40.30915233
1847,,South Park Community House,Private Rental,10,South Park,SP,South Park Community House,https://www.alleghenycounty.us/parks/south-park/community-house.aspx,65,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,-79.99890419,40.31590587
1848,,Cottage,Building,10,South Park,SP,Cottage,https://www.alleghenycounty.us/parks/south-park/cottage.aspx,125,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,-79.99892222,40.30389996
1849,,Fairgrounds Building 3,Building,10,South Park,SP,Fairgrounds Building 3,https://www.alleghenycounty.us/parks/south-park/fairgrounds-building-3.aspx,70,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,-79.9963287,40.30382377
1850,,Fairgrounds Building 4,Building,10,South Park,SP,Fairgrounds Building 4,https://www.alleghenycounty.us/parks/south-park/fairgrounds-building-4.aspx,70,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,-79.9966164,40.30374307
1851,,Girl Scout Cabin,Building,10,South Park,SP,Girl Scout Cabin,https://www.alleghenycounty.us/parks/south-park/girl-scout-cabin.aspx,22,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,-80.01070931,40.31894295
1852,,Home Economics Building,Building,10,South Park,SP,Home Economics Building,https://www.alleghenycounty.us/parks/south-park/home-economics-building.aspx,275,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,-79.99548339,40.30448724
1853,,Museum Building,Building,10,South Park,SP,Museum Building,https://www.alleghenycounty.us/parks/south-park/museum-building.aspx,300,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,-79.99734164,40.30349982
1854,,Silent Brook Barn,Building,10,South Park,SP,Silent Brook Barn,https://www.alleghenycounty.us/parks/south-park/silent-brook.aspx,125,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,-80.01561289,40.32589838
1855,,Spreading Oak,Building,10,South Park,SP,Spreading Oak,https://www.alleghenycounty.us/parks/south-park/spreading-oak.aspx,100,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,-80.00306231,40.33084289
1856,,Basketball Courts,Court - Basketball,31,South Park,SP,Basketball Courts,https://www.alleghenycounty.us/parks/activities/basketball.aspx,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-79.99454651,40.3048935
1857,,Dek Hockey Rink,Dek Hockey Rink,40,South Park,SP,Dek Hockey Rink,https://www.alleghenycounty.us/parks/activities/dek-hockey-inline-skating.aspx,50,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-80.00572741,40.31687997
1858,,100 Acre House,Field - Multipurpose,61,South Park,SP,100 Acre House,https://www.alleghenycounty.us/parks/activities/ball-games.aspx,40,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-80.01075824,40.33505043
1859,,Alaska Baseball Field,Field - Baseball,61,South Park,SP,Alaska Baseball Field,https://www.alleghenycounty.us/parks/activities/ball-games.aspx,40,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-80.0084544,40.33315785
1860,,Black Ash Baseball Field,Field - Baseball,61,South Park,SP,Black Ash Baseball Field,https://www.alleghenycounty.us/parks/activities/ball-games.aspx,40,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-79.99329277,40.30477006
1861,,Edgebrook Field,Field - Baseball,61,South Park,SP,Edgebrook Field,https://www.alleghenycounty.us/parks/activities/ball-games.aspx,40,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-80.00182196,40.31101194
1862,,Fairgrounds Baseball Field 1,Field - Baseball,61,South Park,SP,Fairgrounds Baseball Field 1,https://www.alleghenycounty.us/parks/activities/ball-games.aspx,50,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-79.99777465,40.3048827
1863,,Fairgrounds Baseball Field 2,Field - Baseball,61,South Park,SP,Fairgrounds Baseball Field 2,https://www.alleghenycounty.us/parks/activities/ball-games.aspx,50,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-79.99761253,40.3042528
1864,,Texas Softball Field,Field - Softball,61,South Park,SP,Texas Softball Field,https://www.alleghenycounty.us/parks/activities/ball-games.aspx,40,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-80.0110505,40.32593592
1865,,Fairgrounds Softball Field,Field - Softball,65,South Park,SP,Fairgrounds Softball Field,https://www.alleghenycounty.us/parks/activities/ball-games.aspx,50,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-79.99868986,40.30626792
1866,,Flag Retirement Plaza,Flag Retirement Plaza,70,South Park,SP,Flag Retirement Plaza,https://www.alleghenycounty.us/parks/south-park/flag-retirement-plaza.aspx,250,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-79.99504059,40.30833546
1867,,Gazebo,Gazebo,80,South Park,SP,Gazebo,https://www.alleghenycounty.us/parks/south-park/maple-springs-gazebo.aspx,50,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,-80.00053165,40.31536426
1868,,Horse Show Ring,Horse Show Ring,90,South Park,SP,Horse Show Ring,https://www.alleghenycounty.us/parks/south-park/horseshow-ring.aspx,100,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-79.9936675,40.30315958
1869,,Ice Skating Rink,Ice Rink,100,South Park,SP,Ice Skating Rink,https://www.alleghenycounty.us/parks/activities/winter-sports/ice-skating---hockey.aspx,60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-80.01842088,40.32630921
1870,,Wave Pool - Pool,Pool,120,South Park,SP,Wave Pool - Pool,https://www.alleghenycounty.us/parks/activities/water-activities/pools.aspx,60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-80.014809,40.31462158
1871,,Alabama,Shelter,130,South Park,SP,Alabama,https://www.alleghenycounty.us/parks/south-park/alabama.aspx,40,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.00921857,40.33048953
1872,,Altoona,Shelter,130,South Park,SP,Altoona,https://www.alleghenycounty.us/parks/south-park/altoona.aspx,40,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-80.00165972,40.33160817
1873,,Arizona,Shelter,130,South Park,SP,Arizona,https://www.alleghenycounty.us/parks/south-park/arizona.aspx,40,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-80.01125675,40.32286257
1874,,Babcock,Shelter,130,South Park,SP,Babcock,https://www.alleghenycounty.us/parks/south-park/babcock.aspx,40,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,-80.00821206,40.30749456
1875,,Baron,Shelter,130,South Park,SP,Baron,https://www.alleghenycounty.us/parks/south-park/baron.aspx,40,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.00395035,40.31567248
1876,,Bedford,Shelter,130,South Park,SP,Bedford,https://www.alleghenycounty.us/parks/south-park/bedford.aspx,40,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.02525798,40.32488525
1877,,Blythe,Shelter,130,South Park,SP,Blythe,https://www.alleghenycounty.us/parks/south-park/blythe.aspx,40,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-80.00890442,40.30835376
1878,,Bouquet,Shelter,130,South Park,SP,Bouquet,https://www.alleghenycounty.us/parks/south-park/bouquet.aspx,40,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,-80.00364862,40.31286744
1879,,Braddock,Shelter,130,South Park,SP,Braddock,https://www.alleghenycounty.us/parks/south-park/braddock.aspx,40,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-80.0108222,40.32867796
1880,,Bright Star,Shelter,130,South Park,SP,Bright Star,https://www.alleghenycounty.us/parks/south-park/bright-star.aspx,40,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.00666463,40.31575411
1881,,Cadman,Shelter,130,South Park,SP,Cadman,https://www.alleghenycounty.us/parks/south-park/cadman.aspx,40,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,-80.00813744,40.30849637
1882,,Campbell,Shelter,130,South Park,SP,Campbell,https://www.alleghenycounty.us/parks/south-park/campbell.aspx,40,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.01078122,40.30974516
1883,,Circleview,Shelter,130,South Park,SP,Circleview,https://www.alleghenycounty.us/parks/south-park/circleview.aspx,40,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,-80.0126479,40.32038796
1884,,Craig,Shelter,130,South Park,SP,Craig,https://www.alleghenycounty.us/parks/south-park/craig.aspx,40,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-79.99986303,40.30838082
1885,,Cravenwood,Shelter,130,South Park,SP,Cravenwood,https://www.alleghenycounty.us/parks/south-park/cravenwood.aspx,40,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-80.00006073,40.30944068
1886,,Foster,Shelter,130,South Park,SP,Foster,https://www.alleghenycounty.us/parks/south-park/foster.aspx,40,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Non-op,No,No,No,No,Yes,No,No,-80.01406727,40.32603022
1887,,East Rise,Shelter,130,South Park,SP,East Rise,https://www.alleghenycounty.us/parks/south-park/east-rise.aspx,70,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.00813695,40.33255968
1888,,Elm,Shelter,130,South Park,SP,Elm,https://www.alleghenycounty.us/parks/south-park/elm.aspx,40,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.0237375,40.3248791
1889,,Ethelbert,Shelter,130,South Park,SP,Ethelbert,https://www.alleghenycounty.us/parks/south-park/ethelbert.aspx,40,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-80.00508821,40.31455697
1890,,Forbes,Shelter,130,South Park,SP,Forbes,https://www.alleghenycounty.us/parks/south-park/forbes.aspx,40,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,-80.00581904,40.31802736
1891,,Fort Pitt,Shelter,130,South Park,SP,Fort Pitt,https://www.alleghenycounty.us/parks/south-park/fort-pitt.aspx,40,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Non-op,No,No,No,No,Yes,No,No,-80.01228293,40.32782571
1892,,Diana,Shelter,130,South Park,SP,Diana,https://www.alleghenycounty.us/parks/south-park/diana.aspx,40,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-80.01440092,40.32522269
1893,,Georgia,Shelter,130,South Park,SP,Georgia,https://www.alleghenycounty.us/parks/south-park/georgia.aspx,40,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-80.00896089,40.32975324
1894,,Gist,Shelter,130,South Park,SP,Gist,https://www.alleghenycounty.us/parks/south-park/gist.aspx,40,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-80.00979576,40.30850932
1895,,Glenaldon,Shelter,130,South Park,SP,Glenaldon,https://www.alleghenycounty.us/parks/south-park/glenaldon.aspx,40,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-79.99847509,40.3078527
1896,,Glendale,Shelter,130,South Park,SP,Glendale,https://www.alleghenycounty.us/parks/south-park/glendale.aspx,40,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-79.99911799,40.30855618
1897,,Glenwood,Shelter,130,South Park,SP,Glenwood,https://www.alleghenycounty.us/parks/south-park/glenwood.aspx,40,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-79.9995303,40.31026441
1898,,Grant,Shelter,130,South Park,SP,Grant,https://www.alleghenycounty.us/parks/south-park/grant.aspx,40,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,-80.00795599,40.32064404
1899,,Harbor,Shelter,130,South Park,SP,Harbor,https://www.alleghenycounty.us/parks/south-park/harbor.aspx,40,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-80.00537387,40.31513762
1900,,Indiana,Shelter,130,South Park,SP,Indiana,https://www.alleghenycounty.us/parks/south-park/indiana.aspx,40,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-80.01628844,40.32081613
1901,,Lebanon,Shelter,130,South Park,SP,Lebanon,https://www.alleghenycounty.us/parks/south-park/lebanon.aspx,40,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,-80.01682151,40.32671306
1902,,Lost Spring,Shelter,130,South Park,SP,Lost Spring,https://www.alleghenycounty.us/parks/south-park/lost-spring.aspx,40,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.00584842,40.31337671
1903,,Maryland,Shelter,130,South Park,SP,Maryland,https://www.alleghenycounty.us/parks/south-park/maryland.aspx,40,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,-80.01418095,40.32070036
1904,,Mercer,Shelter,130,South Park,SP,Mercer,https://www.alleghenycounty.us/parks/south-park/mercer.aspx,40,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,-80.0103381,40.30982256
1905,,Mifflin,Shelter,130,South Park,SP,Mifflin,https://www.alleghenycounty.us/parks/south-park/mifflin.aspx,40,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-80.01170883,40.3093552
1906,,Missouri,Shelter,130,South Park,SP,Missouri,https://www.alleghenycounty.us/parks/south-park/missouri.aspx,40,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.00124573,40.31889786
1907,,Monroe,Shelter,130,South Park,SP,Monroe,https://www.alleghenycounty.us/parks/south-park/monroe.aspx,40,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-80.00266598,40.33172379
1908,,Montour,Shelter,130,South Park,SP,Montour,https://www.alleghenycounty.us/parks/south-park/montour.aspx,40,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,-80.01631134,40.32694387
1909,,Outlook,Shelter,130,South Park,SP,Outlook,https://www.alleghenycounty.us/parks/south-park/outlook.aspx,40,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,-79.9986867,40.31251847
1910,,Parcell,Shelter,130,South Park,SP,Parcell,https://www.alleghenycounty.us/parks/south-park/parcell.aspx,40,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-80.0048081,40.31384291
1911,,Pitt,Shelter,130,South Park,SP,Pitt,https://www.alleghenycounty.us/parks/south-park/pitt.aspx,40,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.02469613,40.32446729
1912,,Stevens,Shelter,130,South Park,SP,Stevens,https://www.alleghenycounty.us/parks/south-park/stevens.aspx,40,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.00081646,40.30953742
1913,,Stone Manse,Shelter,130,South Park,SP,Stone Manse,https://www.alleghenycounty.us/parks/south-park/stone-manse.aspx,40,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.00518288,40.32005519
1914,,Sunny Slope,Shelter,130,South Park,SP,Sunny Slope,https://www.alleghenycounty.us/parks/south-park/sunny-slope.aspx,40,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-79.99612534,40.31276565
1915,,Sunny Wood,Shelter,130,South Park,SP,Sunny Wood,https://www.alleghenycounty.us/parks/south-park/sunny-wood.aspx,40,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Non-op,No,No,No,No,Yes,No,No,-79.99660727,40.31287789
1916,,Sunset Hills,Shelter,130,South Park,SP,Sunset Hills,https://www.alleghenycounty.us/parks/south-park/sunset-hills.aspx,40,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,-80.00954357,40.32468728
1917,,Tamarac,Shelter,130,South Park,SP,Tamarac,https://www.alleghenycounty.us/parks/south-park/tamarac.aspx,40,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.02134371,40.32339619
1918,,Texas,Shelter,130,South Park,SP,Texas,https://www.alleghenycounty.us/parks/south-park/texas.aspx,40,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.01021249,40.32627658
