objectid,unicode,name,facility_type,type_code,center,center_code,feature_name,website,capacity,access_to_fire_extinguisher,access_to_kitchenette,access_to_parking_lot,access_to_playground,access_to_restrooms,access_to_spray_park,access_to_vending_machines,ada_accessible_facility,ada_accessible_playground_near,ada_accessible_port_a_john_near,ada_accessible_restroom,bocci_court,furniture_chairs,furniture_tables,indoor_air_conditioning,indoor_audio_system,indoor_heating,indoor_television,outdoor_basketball_courts_nea,outdoor_fishing,outdoor_grill,outdoor_horseshoe_pits_near,outdoor_lake_view,outdoor_lighting,outdoor_swimming_pool_near,outdoor_volleyball,outdoor_water_spigot,outlet_data,outlet_power,outlet_telephone,pet_friendly,port_a_john_near,smoking_not_permitted,smoking_permitted,x,y
1742,,Devils Elbow 1,Shelter,130,North Park,NP,Devils Elbow 1,https://www.alleghenycounty.us/parks/north-park/devils-elbow-1.aspx,60,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Non-op,No,No,No,No,Yes,No,No,-79.99756504,40.58664991
1743,,Devils Elbow 2,Shelter,130,North Park,NP,Devils Elbow 2,https://www.alleghenycounty.us/parks/north-park/devils-elbow-2.aspx,60,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-79.9976548,40.58604954
1744,,Donnevale,Shelter,130,North Park,NP,Donnevale,https://www.alleghenycounty.us/parks/north-park/donnevale.aspx,40,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-79.98595067,40.59031293
1745,,Donora,Shelter,130,North Park,NP,Donora,https://www.alleghenycounty.us/parks/north-park/donora.aspx,40,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,-79.98500489,40.58906399
1746,,Duquesne,Shelter,130,North Park,NP,Duquesne,https://www.alleghenycounty.us/parks/north-park/duquesne.aspx,30,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-79.99972124,40.59107294
1747,,Elwood,Shelter,130,North Park,NP,Elwood,https://www.alleghenycounty.us/parks/north-park/elwood.aspx,30,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Non-op,No,No,No,No,Yes,No,No,-79.98576062,40.58765361
1748,,Emsworth,Shelter,130,North Park,NP,Emsworth,https://www.alleghenycounty.us/parks/north-park/emsworth.aspx,45,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,-80.01144079,40.59427182
1749,,Erie,Shelter,130,North Park,NP,Erie,https://www.alleghenycounty.us/parks/north-park/erie.aspx,30,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,-80.00524803,40.59462686
1750,,Etna,Shelter,130,North Park,NP,Etna,https://www.alleghenycounty.us/parks/north-park/etna.aspx,30,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,-80.00318505,40.5987312
1751,,Flagstaff,Shelter,130,North Park,NP,Flagstaff,https://www.alleghenycounty.us/parks/north-park/flagstaff-hill.aspx,40,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,-80.0131419,40.60198654
1752,,Flanders,Shelter,130,North Park,NP,Flanders,https://www.alleghenycounty.us/parks/north-park/flanders.aspx,40,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,-80.01353847,40.60190662
1753,,Forest Glen,Shelter,130,North Park,NP,Forest Glen,https://www.alleghenycounty.us/parks/north-park/forest-glen.aspx,45,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-79.99554199,40.5918754
1754,,Frazier,Shelter,130,North Park,NP,Frazier,https://www.alleghenycounty.us/parks/north-park/frazier.aspx,45,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,-80.00149421,40.59685061
1755,,Garner,Shelter,130,North Park,NP,Garner,https://www.alleghenycounty.us/parks/north-park/garner.aspx,75,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Non-op,No,Yes,No,No,No,No,No,-80.00767705,40.59469045
1756,,Gold Star,Shelter,130,North Park,NP,Gold Star,https://www.alleghenycounty.us/parks/north-park/gold-star.aspx,40,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,-80.00386652,40.59368997
1757,,Grant,Shelter,130,North Park,NP,Grant,https://www.alleghenycounty.us/parks/north-park/grant.aspx,40,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,-79.99574115,40.59368961
1758,,Greentree,Shelter,130,North Park,NP,Greentree,https://www.alleghenycounty.us/parks/north-park/greentree.aspx,40,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,-80.01201093,40.59398447
1759,,Hampton,Shelter,130,North Park,NP,Hampton,https://www.alleghenycounty.us/parks/north-park/hampton.aspx,30,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,-80.00434219,40.59919684
1760,,Harmar,Shelter,130,North Park,NP,Harmar,https://www.alleghenycounty.us/parks/north-park/harmar.aspx,150,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,-79.99069061,40.58836139
1761,,Harmony,Shelter,130,North Park,NP,Harmony,https://www.alleghenycounty.us/parks/north-park/harmony.aspx,30,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,-80.00916651,40.60500487
1762,,Henderson,Shelter,130,North Park,NP,Henderson,https://www.alleghenycounty.us/parks/north-park/henderson.aspx,45,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-79.99738993,40.58738611
1763,,Hillside,Shelter,130,North Park,NP,Hillside,https://www.alleghenycounty.us/parks/north-park/hillside.aspx,45,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,-80.00224438,40.59789668
1764,,Honeysuckle,Shelter,130,North Park,NP,Honeysuckle,https://www.alleghenycounty.us/parks/north-park/honeysuckle.aspx,50,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-79.98808555,40.5884668
1765,,Idaho,Shelter,130,North Park,NP,Idaho,https://www.alleghenycounty.us/parks/north-park/idaho.aspx,40,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.00113095,40.60364363
1766,,Ingomar,Shelter,130,North Park,NP,Ingomar,https://www.alleghenycounty.us/parks/north-park/ingomar.aspx,45,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-79.99730883,40.59209433
1767,,Iowa,Shelter,130,North Park,NP,Iowa,https://www.alleghenycounty.us/parks/north-park/iowa.aspx,40,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-80.00830984,40.60920115
1768,,Jeanette,Shelter,130,North Park,NP,Jeanette,https://www.alleghenycounty.us/parks/north-park/jeanette.aspx,50,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-79.98667152,40.58825224
1769,,Jefferson,Shelter,130,North Park,NP,Jefferson,https://www.alleghenycounty.us/parks/north-park/jefferson.aspx,45,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-80.00871297,40.59491792
1770,,Juniata,Shelter,130,North Park,NP,Juniata,https://www.alleghenycounty.us/parks/north-park/juniata.aspx,40,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,-79.99551373,40.59286832
1771,,Kilbuck,Shelter,130,North Park,NP,Kilbuck,https://www.alleghenycounty.us/parks/north-park/kilbuck.aspx,45,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-80.01042322,40.59454132
1772,,Kolich,Shelter,130,North Park,NP,Kolich,https://www.alleghenycounty.us/parks/north-park/kolich.aspx,30,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Non-op,No,No,No,No,Yes,No,No,-80.00246459,40.5990565
1773,,Lakeshore,Shelter,130,North Park,NP,Lakeshore,https://www.alleghenycounty.us/parks/north-park/lakeshore.aspx,45,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No,-80.00419947,40.60034416
1774,,Lakeview,Shelter,130,North Park,NP,Lakeview,https://www.alleghenycounty.us/parks/north-park/lakeview.aspx,75,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.00435028,40.60701041
1775,,Latham,Shelter,130,North Park,NP,Latham,https://www.alleghenycounty.us/parks/north-park/latham.aspx,70,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,-80.00455576,40.60102387
1776,,Latrobe,Shelter,130,North Park,NP,Latrobe,https://www.alleghenycounty.us/parks/north-park/latrobe.aspx,30,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,-80.00962413,40.60586313
1777,,Ledgewood,Shelter,130,North Park,NP,Ledgewood,https://www.alleghenycounty.us/parks/north-park/ledgewood.aspx,60,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Non-op,No,No,No,No,Yes,No,No,-80.01310271,40.59202999
1778,,Leet,Shelter,130,North Park,NP,Leet,https://www.alleghenycounty.us/parks/north-park/leet.aspx,40,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-80.00960455,40.5947266
1779,,Lilac,Shelter,130,North Park,NP,Lilac,https://www.alleghenycounty.us/parks/north-park/lilac.aspx,60,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-79.9871469,40.58789901
1780,,Little Mama,Shelter,130,North Park,NP,Little Mama,https://www.alleghenycounty.us/parks/north-park/little-mama.aspx,40,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.00189212,40.59485667
1781,,Lone Pine,Shelter,130,North Park,NP,Lone Pine,https://www.alleghenycounty.us/parks/north-park/lone-pine.aspx,40,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,-79.98281482,40.58723302
1782,,Long View,Shelter,130,North Park,NP,Long View,https://www.alleghenycounty.us/parks/north-park/long-view.aspx,45,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Non-op,No,No,No,No,Yes,No,No,-79.99537115,40.58951057
1783,,Mars,Shelter,130,North Park,NP,Mars,https://www.alleghenycounty.us/parks/north-park/mars.aspx,40,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,-80.01126802,40.6049635
1784,,McCandeless,Shelter,130,North Park,NP,McCandeless,https://www.alleghenycounty.us/parks/north-park/mccandless.aspx,60,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-79.99655347,40.58850862
1785,,Avalon,Shelter,130,North Park,NP,Avalon,https://www.alleghenycounty.us/parks/north-park/mill.aspx,40,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Non-op,No,Yes,No,No,No,No,No,-80.01886569,40.61055094
1786,,Miller,Shelter,130,North Park,NP,Miller,https://www.alleghenycounty.us/parks/north-park/miller.aspx,55,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.02269443,40.6171802
1787,,Montana,Shelter,130,North Park,NP,Montana,https://www.alleghenycounty.us/parks/north-park/montana.aspx,40,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Non-op,No,No,No,No,No,No,No,-80.00968407,40.61098014
1788,,Moon,Shelter,130,North Park,NP,Moon,https://www.alleghenycounty.us/parks/north-park/moon.aspx,65,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.00084964,40.59121642
1789,,Ninebark,Shelter,130,North Park,NP,Ninebark,https://www.alleghenycounty.us/parks/north-park/ninebark.aspx,40,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-79.99785523,40.5922112
1790,,North Carolina,Shelter,130,North Park,NP,North Carolina,https://www.alleghenycounty.us/parks/north-park/north-carolina.aspx,45,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-79.99933718,40.60060428
1791,,North Star,Shelter,130,North Park,NP,North Star,https://www.alleghenycounty.us/parks/north-park/north-star.aspx,50,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,-80.0139379,40.59397601
1792,,Oakmont,Shelter,130,North Park,NP,Oakmont,https://www.alleghenycounty.us/parks/north-park/oakmont.aspx,30,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,-80.02560585,40.61758904
1793,,Old Cherry,Shelter,130,North Park,NP,Old Cherry,https://www.alleghenycounty.us/parks/north-park/old-cherry.aspx,45,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-79.99466575,40.58993732
1794,,Olympia,Shelter,130,North Park,NP,Olympia,https://www.alleghenycounty.us/parks/north-park/olympia.aspx,35,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,-80.02188622,40.61655563
1795,,Ontario,Shelter,130,North Park,NP,Ontario,https://www.alleghenycounty.us/parks/north-park/ontario.aspx,40,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,-80.00369506,40.59438011
1796,,Orchard Lawn,Shelter,130,North Park,NP,Orchard Lawn,https://www.alleghenycounty.us/parks/north-park/orchard-lawn.aspx,40,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-80.01570809,40.60700737
1797,,Oregon,Shelter,130,North Park,NP,Oregon,https://www.alleghenycounty.us/parks/north-park/oregon.aspx,40,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.00100415,40.60335768
1798,,Pearce,Shelter,130,North Park,NP,Pearce,https://www.alleghenycounty.us/parks/north-park/pearce.aspx,60,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Non-op,No,No,No,No,No,No,No,-80.00870667,40.60626075
1799,,Perry,Shelter,130,North Park,NP,Perry,https://www.alleghenycounty.us/parks/north-park/perry.aspx,40,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Non-op,No,No,No,No,Yes,No,No,-79.98746613,40.58528117
1800,,Pigeon,Shelter,130,North Park,NP,Pigeon,https://www.alleghenycounty.us/parks/north-park/pigeon.aspx,40,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-80.02797686,40.61392675
1801,,Pine Ridge,Shelter,130,North Park,NP,Pine Ridge,https://www.alleghenycounty.us/parks/north-park/pine-ridge.aspx,40,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-79.99636089,40.58890289
1802,,Point,Shelter,130,North Park,NP,Point,https://www.alleghenycounty.us/parks/north-park/point.aspx,125,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,-79.99980321,40.59559032
1803,,Richland,Shelter,130,North Park,NP,Richland,https://www.alleghenycounty.us/parks/north-park/richland.aspx,50,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,-79.99723783,40.59309647
1804,,Rochester,Shelter,130,North Park,NP,Rochester,https://www.alleghenycounty.us/parks/north-park/rochester.aspx,30,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.01141088,40.60558975
1805,,Roosevelt,Shelter,130,North Park,NP,Roosevelt,https://www.alleghenycounty.us/parks/north-park/roosevelt.aspx,80,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,-80.01339879,40.60291255
1806,,Round Top,Shelter,130,North Park,NP,Round Top,https://www.alleghenycounty.us/parks/north-park/round-top.aspx,30,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-79.98166726,40.58870977
1807,,School House,Shelter,130,North Park,NP,School House,https://www.alleghenycounty.us/parks/north-park/school-house.aspx,55,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,-80.01363509,40.60350397
1808,,Sesqui,Shelter,130,North Park,NP,Sesqui,https://www.alleghenycounty.us/parks/north-park/sesqui.aspx,60,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,-79.99652161,40.59351753
1809,,Shaler,Shelter,130,North Park,NP,Shaler,https://www.alleghenycounty.us/parks/north-park/shaler.aspx,40,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,-80.00686154,40.59524953
1810,,Sharon,Shelter,130,North Park,NP,Sharon,https://www.alleghenycounty.us/parks/north-park/sharon.aspx,40,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Non-op,No,No,No,No,No,No,No,-79.98968965,40.58797564
1811,,Superior,Shelter,130,North Park,NP,Superior,https://www.alleghenycounty.us/parks/north-park/superior.aspx,45,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,-80.00056728,40.5961372
1812,,Triple Oaks,Shelter,130,North Park,NP,Triple Oaks,https://www.alleghenycounty.us/parks/north-park/triple-oaks.aspx,35,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-79.98711499,40.58859917
1813,,West View,Shelter,130,North Park,NP,West View,https://www.alleghenycounty.us/parks/north-park/west-view.aspx,30,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.01090941,40.59440969
1814,,Wildwood,Shelter,130,North Park,NP,Wildwood,https://www.alleghenycounty.us/parks/north-park/wildwood.aspx,45,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,-79.9817726,40.58719525
1815,,Willow,Shelter,130,North Park,NP,Willow,https://www.alleghenycounty.us/parks/north-park/willows.aspx,80,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,-79.99603724,40.59201631
1816,,Woods,Shelter,130,North Park,NP,Woods,https://www.alleghenycounty.us/parks/north-park/woods.aspx,50,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-79.98618042,40.58549124
1817,,Wyoming,Shelter,130,North Park,NP,Wyoming,https://www.alleghenycounty.us/parks/north-park/wyoming.aspx,40,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.01235961,40.61489418
1818,,Visitors Center,Building,10,Round Hill Park,RH,Visitors Center,https://www.alleghenycounty.us/parks/round-hill/visitors-center.aspx,60,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,-79.85235341,40.24195833
1819,,Soccer Field,Field - Soccer,64,Round Hill Park,RH,Soccer Field,https://www.alleghenycounty.us/parks/round-hill/soccer-fields.aspx,50,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-79.83762117,40.24179153
1820,,Alfalfa,Shelter,130,Round Hill Park,RH,Alfalfa,https://www.alleghenycounty.us/parks/round-hill/alfalfa.aspx,60,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-79.85682667,40.24671956
1821,,Blue Grass,Shelter,130,Round Hill Park,RH,Blue Grass,https://www.alleghenycounty.us/parks/round-hill/blue-grass.aspx,70,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,-79.85530383,40.24573479
1822,,Clover Crest,Shelter,130,Round Hill Park,RH,Clover Crest,https://www.alleghenycounty.us/parks/round-hill/clover-crest.aspx,20,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-79.85670308,40.24481414
1823,,Harmony House,Shelter,130,Round Hill Park,RH,Harmony House,https://www.alleghenycounty.us/parks/round-hill/harmony-house.aspx,70,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-79.85243973,40.25162145
1824,,Meadow,Shelter,130,Round Hill Park,RH,Meadow,https://www.alleghenycounty.us/parks/round-hill/meadow.aspx,100,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-79.8568356,40.2461216
1825,,Quiet Acres,Shelter,130,Round Hill Park,RH,Quiet Acres,https://www.alleghenycounty.us/parks/round-hill/quiet-acres.aspx,70,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-79.85123045,40.24585556
1826,,Timothy,Shelter,130,Round Hill Park,RH,Timothy,https://www.alleghenycounty.us/parks/round-hill/timothy.aspx,60,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-79.85458612,40.24774405
1827,,Water Lily,Shelter,130,Round Hill Park,RH,Water Lily,https://www.alleghenycounty.us/parks/round-hill/water-lily.aspx,20,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-79.85564246,40.24371
1828,,Dek Hockey Rink,Dek Hockey Rink,40,Settler's Cabin Park,SC,Dek Hockey Rink,https://www.alleghenycounty.us/parks/activities/dek-hockey-inline-skating.aspx,50,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-80.15704237,40.43193728
1829,,Wave Pool,Pool,120,Settler's Cabin Park,SC,Wave Pool,https://www.alleghenycounty.us/parks/activities/water-activities/pools.aspx,60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-80.15191257,40.43397118
1830,,Algonquin,Shelter,130,Settler's Cabin Park,SC,Algonquin,https://www.alleghenycounty.us/parks/settlers-cabin/algonquin.aspx,80,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-80.15767611,40.4334128
