objectid,trail_id,trail_name,park_name_short,park_name,park_name_full,blaze_color_full,blaze_color_short,base_color,cap_color,dot_color,dash_color,image_link,mileage,track,track_num,difficulty,configuration,surface,service_road,globalid,trail_status,shape_length
13849,HA31596,Gravel or Paved Trail/Road,HA,Hartwood Acres,Hartwood Acres Park,Gravel or Paved Trail/Road,GY,Gray, , , ,http://apps.alleghenycounty.us/GIS/GRAY.png,0.07938732,,,Easy,Connector,Asphalt,Yes,{802AD082-CFB3-4992-952C-309014F5B72D},Active Trail,0.00132589571664392
13850,HA31598,Gravel or Paved Trail/Road,HA,Hartwood Acres,Hartwood Acres Park,Gravel or Paved Trail/Road,GY,Gray, , , ,http://apps.alleghenycounty.us/GIS/GRAY.png,0.55382735,,,Moderate,Pt_to_Pt,Asphalt,Yes,{CA164A9B-9378-4010-8BD5-6339D150B803},Active Trail,0.0100612594422511
13851,HA31599,Gravel or Paved Trail/Road,HA,Hartwood Acres,Hartwood Acres Park,Gravel or Paved Trail/Road,GY,Gray, , , ,http://apps.alleghenycounty.us/GIS/GRAY.png,0.05322531,,,Easy,Connector,Asphalt,Yes,{4492D41D-8B1C-445A-B1C2-A84F94BB6B6B},Active Trail,0.00081919602228845
13852,HA42486,Decommissioned Red,HA,Hartwood Acres,Hartwood Acres Park,<Null>,<Null>,,,,,<Null>,0.1037432,,,Easy,Access,Dirt,No,{4BEF128E-32C8-4BFD-AC24-4D229B3C8DE6},Active,0.00181070250125102
13853,HA42496, ,HA,Hartwood Acres,Hartwood Acres Park,,,,,,,,0.01159566,,,,Connector,Dirt,No,{9284395F-A3D3-4D50-9E49-D95CE967E551},Active,0.000177375703289158
13854,HA42497, ,HA,Hartwood Acres,Hartwood Acres Park,,,,,,,,0.01418479,,,Easy,Connector,Dirt,No,{A7F955B3-FEF1-4264-A66F-1010BDD96D81},Active,0.000266113521529331
13855,HA42513,Red w White Dot Decommissioned,HA,Hartwood Acres,Hartwood Acres Park,,,,,,,,0.09292494,,,,,,,{164FDF89-5E72-4186-9A0D-F83548D53831},Closed,0.00168727580486074
13856,HA42552, ,HA,Hartwood Acres,Hartwood Acres Park,<Null>,<Null>,,,,,<Null>,0.28319244,,,Moderate,Connector,Dirt,No,{D6EBCBC4-39B7-4238-8226-232F3EC5219D},Active,0.00440824957249508
13857,HA42553,Purple,HA,Hartwood Acres,Hartwood Acres Park,Purple,PL,Purple,,,,http://apps.alleghenycounty.us/GIS/PURPLEbase.png,2.24734775,,,Moderate-Difficult,Point to Point,Dirt,,{7022C4C5-4654-4515-BD4F-04638A914804},Active,0.0365870972243231
13858,HA42948, ,HA,Hartwood Acres,Hartwood Acres Park,<Null>,<Null>,,,,,<Null>,0.12283784,,,Easy,Access,Dirt,No,{1F041CC0-91E0-4F17-8812-9C08BF506BCE},Active,0.00189168206007282
13859,HA42951, ,HA,Hartwood Acres,Hartwood Acres Park,<Null>,<Null>,,,,,<Null>,0.2835093,,,Moderate,Connector,Dirt,No,{5126C71C-1A88-4829-BF66-BD05AFE20A1F},Active,0.00491878988621134
13860,HA42505, ,HA,Hartwood Acres,Hartwood Acres Park,<Null>,<Null>,,,,,<Null>,0.13694788,,,Moderate,Connector,Dirt,No,{7DA18B54-C83F-4E81-BB74-A9B8A27FE22F},Active,0.00220816446777807
13861,HA42959, ,HA,Hartwood Acres,Hartwood Acres Park,,,,,,,,0.03405808,,,Easy,Access,Dirt,No,{2B7A5FC9-1249-430F-B1E0-B5A302784E73},Active,0.000616979869741533
13862,HA42962, ,HA,Hartwood Acres,Hartwood Acres Park,<Null>,<Null>,,,,,<Null>,0.30674196,,,Moderate,Access,Dirt,No,{2B256904-7D4B-4572-BC43-828E45C2153E},Active,0.00518738886676737
13863,HA42964,Green,HA,Hartwood Acres,Hartwood Acres Park,Green,GN,Green,,,,http://apps.alleghenycounty.us/GIS/GREENbase.png,1.84157332,,,Moderate-Difficult,Loop,,,{90832AB8-BE2E-48B5-9E5C-DFDC00A9AF99},Active,0.0305732898377727
13864,HA42965,Red with White Dot,HA,Hartwood Acres,Hartwood Acres Park,Red with White Dot,RD/WT Dot,Red,,White,,http://apps.alleghenycounty.us/GIS/Redbase_WHITEdot.png,0.18908867,,,Easy-Moderate,Connector,Dirt,No,{F9C958EF-D621-44BF-93D2-7F515AE84BC6},Active,0.00310107685662887
13865,HA295,Yellow,HA,Hartwood Acres,Hartwood Acres Park,Yellow,YL,Yellow, , , ,http://apps.alleghenycounty.us/GIS/YELLOWbase.png,0.79609942,,,Easy-Moderate,Loop,,No,{BFC19073-60E4-4419-8ADF-BFB4E7058BC5},Active Trail,0.012908678169192
13866,HA42534,Red,HA,Hartwood Acres,Hartwood Acres Park,Red,RD,Red,,,,http://apps.alleghenycounty.us/GIS/REDbase.png,1.41102949,,,Moderate-Difficult,Point to Point,Dirt,,{186141E9-1973-4A88-81E6-ECAED21984D4},Active,0.0231036511712559
13867,HA45450, Old White-decommissioned,HA,Hartwood Acres,Hartwood Acres Park,White,WT,,,,,,0.04672125,,,,,Dirt,No,{7D12F35D-27D9-476D-B03B-04378E6346ED},Closed,0.00082450490324011
13868,RH2653,Farm Trail,RH,Round Hill,Round Hill Park,Gravel or Paved Trail/Road,GY,Gray,,,,http://apps.alleghenycounty.us/GIS/GRAY.png,0.36072345,,,Easy,,,,{9B5D1E12-4194-4FC7-B0C6-88979114B8BA},Active,0.00660273101132514
14051,BP13052, ,BP,Boyce,Boyce Park,,,,,,,,0.03153325,,,Easy-Moderate,Connector,Dirt,,{EF120B85-CDE5-4B35-890F-147529E49F6C},Active,0.000476186986252269
14052,BP4975, ,BP,Boyce,Boyce Park,,,,,,,,0.01945291,,,,,,,{E7A056B0-6396-4CE1-82BA-5B0D52E81A43},Active,0.000305059879397118
14053,BP4976, ,BP,Boyce,Boyce Park,,,,,,,,0.14792116,,,,,,,{19F63FB8-283E-4645-85C1-4A377D045908},Active,0.0024116414861039
14054,BP4977, ,BP,Boyce,Boyce Park,,,,,,,,0.18122937,,,,,,,{56CF6B1D-62F1-4824-A3C3-DA25A476B910},Active,0.00303545252987628
14055,BP4978, ,BP,Boyce,Boyce Park,,,,,,,,0.01991693,,,,,,,{EDB58D4B-E025-4840-93C9-0D8436F5FF49},Active,0.000368110327756079
14056,BP4979, ,BP,Boyce,Boyce Park,,,,,,,,0.02847381,,,,,,,{0A93DD18-B91C-47FE-B9D2-357FB036717D},Active,0.000459562133877728
14057,BP4980, ,BP,Boyce,Boyce Park,,,,,,,,0.02173557,,,,,,,{64F36C8B-F69D-4782-A7EB-4911CE0766FD},Active,0.000363703696678285
14058,BP4981, ,BP,Boyce,Boyce Park,,,,,,,,0.06806912,,,,,,,{BC3E68C3-8026-4061-84C9-DB76AA00EA37},Active,0.0011239251245712
14059,BP4982, ,BP,Boyce,Boyce Park,,,,,,,,0.01006021,,,,,,,{FBA4DD8B-0277-4057-96D8-541EC06F4030},Active,0.00018513198282876
14060,BP4985, ,BP,Boyce,Boyce Park,,,,,,,,0.00430486,,,,,,,{22548F49-2A39-45F4-A94A-B40E04DEC9B5},Active,7.47027592885901e-05
14061,BP4986, ,BP,Boyce,Boyce Park,,,,,,,,0.03760525,,,,,,,{AA994B64-93D3-47A6-8FE3-1DAEA15A1673},Active,0.000614158953982085
14062,BP4987, ,BP,Boyce,Boyce Park,,,,,,,,0.01479369,,,,,,,{F38DCAAF-EB5C-46F5-A823-42E78F3D6CC2},Active,0.00024202716352727
14063,BP4988, ,BP,Boyce,Boyce Park,,,,,,,,0.09874577,,,,,,,{DE3F7195-225C-4706-AD82-98EE64D65B49},Active,0.00148503927054383
14064,BP4989, ,BP,Boyce,Boyce Park,,,,,,,,0.10519411,,,,,,,{09C1BAD3-D8BD-4AC5-B3AB-5020D2946A38},Active,0.00183248600948554
14065,BP4990, ,BP,Boyce,Boyce Park,,,,,,,,0.03555349,,,,,,,{36883980-B7EB-4125-94C7-F033A2090BC5},Active,0.000547390314581955
14066,BP4991, ,BP,Boyce,Boyce Park,,,,,,,,0.03109635,,,,,,,{75FE6795-E73A-472F-A87A-9E1DB8B0ACFB},Active,0.000495517305298473
14067,BP4992, ,BP,Boyce,Boyce Park,,,,,,,,0.05417515,,,,,,,{187A0B21-8ABB-4722-8499-93F22BF4CFFB},Active,0.000865757324038263
14068,BP4993, ,BP,Boyce,Boyce Park,,,,,,,,0.11709636,,,,,,,{57FB9498-4CEC-4E80-BA73-4C0594BB3BDD},Active,0.00189620288405848
14069,BP4994, ,BP,Boyce,Boyce Park,,,,,,,,0.06465394,,,,,,,{192A6B8E-3F8A-4C37-9D8C-21D018F4CBB8},Active,0.000949448624980802
14070,BP4995, ,BP,Boyce,Boyce Park,,,,,,,,0.01949071,,,,,,,{A919778B-D5DB-40FC-B64E-96CF7856CC1D},Active,0.000318325041848267
14071,BP4996, ,BP,Boyce,Boyce Park,,,,,,,,0.14118021,,,,,,,{19BCC583-BC8B-463E-8BF3-144CA1D35DED},Active,0.00259018418432318
14072,BP4997, ,BP,Boyce,Boyce Park,,,,,,,,0.0278478,,,,,,,{8B3A0CC8-1EDC-4DA1-87D5-50C4D8EE023D},Active,0.000424046925268659
14073,BP4998, ,BP,Boyce,Boyce Park,,,,,,,,0.08573527,,,,,,,{2CD45856-E908-42E4-A237-941A1F95360B},Active,0.00140077619008679
14074,BP4999, ,BP,Boyce,Boyce Park,,,,,,,,0.01138304,,,,,,,{10CEFAEB-D211-4A1D-9785-BFA26420DFDC},Active,0.000167425516895206
14075,BP5000, ,BP,Boyce,Boyce Park,,,,,,,,0.06936028,,,,,,,{8780D912-A9DC-4017-A94D-D1B6A30CA00F},Active,0.00111819347866584
14076,BP5002, ,BP,Boyce,Boyce Park,,,,,,,,0.04427304,,,,,,,{3CA66D1B-2555-42AC-B317-7D0AC896F37A},Active,0.000690318888373799
14077,BP5004, ,BP,Boyce,Boyce Park,,,,,,,,0.18402769,,,,,,,{D2038749-645C-4506-A8FA-7821A06D8402},Active,0.00299249540137628
14078,BP5005, ,BP,Boyce,Boyce Park,,,,,,,,0.02309195,,,,,,,{4E750FE9-4966-4434-95DF-368C507C958F},Active,0.000429283805321204
14079,BP5006, ,BP,Boyce,Boyce Park,,,,,,,,0.01558004,,,,,,,{A10522C7-15C3-4684-AE29-8249EDE56E18},Active,0.000231882115763491
14080,BP5007, ,BP,Boyce,Boyce Park,,,,,,,,0.022512,,,,,,,{9EB0AF6D-692D-4976-90CA-F97015DE3692},Active,0.000409497446668366
14081,BP5008, ,BP,Boyce,Boyce Park,,,,,,,,0.04679419,,,,,,,{F8C5FE56-D1B9-4F6C-B9D4-77FC2B2F6F90},Active,0.000777828823508411
14082,BP5009, ,BP,Boyce,Boyce Park,,,,,,,,0.04399209,,,,,,,{9A5F095F-33CE-4600-B346-0C63D3E68F4E},Active,0.000720326016418459
14083,BP5013, ,BP,Boyce,Boyce Park,,,,,,,,0.08029912,,,,,,,{8FC44220-EE93-4E55-9E88-F2BC42E72BAF},Active,0.00134916180779012
14084,BP5014, ,BP,Boyce,Boyce Park,,,,,,,,0.04481311,,,,,,,{01556920-2CA6-43BA-888E-8101CE2AF152},Active,0.000794221509837134
14085,BP5015, ,BP,Boyce,Boyce Park,,,,,,,,0.17387999,,,,,,,{0BF076AE-10DF-4063-8955-E81476D0FB42},Active,0.00308135293639663
14086,BP5016, ,BP,Boyce,Boyce Park,,,,,,,,0.01708992,,,,,,,{7DC88EB1-9FD1-4B24-ADA0-65DA97BEAE85},Active,0.000308848640248718
14087,BP5017, ,BP,Boyce,Boyce Park,,,,,,,,0.13012309,,,,,,,{6482376D-FC51-452E-B32D-A7A0396D30B2},Active,0.00234327978486103
14088,BP5019, ,BP,Boyce,Boyce Park,,,,,,,,0.02687612,,,,,,,{6209D223-C1D9-446B-A82F-1720C11BBC9C},Active,0.000421433820545761
14089,BP5020, ,BP,Boyce,Boyce Park,,,,,,,,0.13531231,,,,,,,{905985A0-1B7A-465A-B412-A77E2A799E1B},Active,0.00207455134978444
14090,BP5021, ,BP,Boyce,Boyce Park,,,,,,,,0.12057706,,,,,,,{4CE3D586-1320-4A14-A1C0-B4AE84300AB7},Active,0.00180227487085801
14091,BP5022, ,BP,Boyce,Boyce Park,,,,,,,,0.13200314,,,,,,,{CC115690-E01C-443A-8E8D-CDA5A089B91C},Active,0.00201003973134065
14092,BP5023, ,BP,Boyce,Boyce Park,,,,,,,,0.15995612,,,,,,,{DA224861-DE2F-4097-B5A2-B600038D2C41},Active,0.00275804684475804
14093,BP5024, ,BP,Boyce,Boyce Park,,,,,,,,0.16342964,,,,,,,{B1D557C1-29D4-4C4D-B1DD-AA80C62545E6},Active,0.00289054018380841
14094,BP13101, ,BP,Boyce,Boyce Park,,,,,,,,0.06895431,,,,Connector,,,{C6C9BECB-CD0D-4BC7-8CA1-14BDAF0CD78F},Active,0.00127675390872558
14095,BP13103, ,BP,Boyce,Boyce Park,,,,,,,,0.2588137,,,,Connector,,,{52A58425-E96C-4689-8B53-A5006775E861},Active,0.00471173293387106
14096,BP5028, ,BP,Boyce,Boyce Park,,,,,,,,0.0310323,,,,,,,{BB7657E4-51C2-402D-9096-D904AA82AD80},Active,0.000451139025361191
14097,BP13105, ,BP,Boyce,Boyce Park,,,,,,,,0.06383426,,,,,,,{DC82D2F0-410F-43EE-891B-DCD25A4BB5E6},Active,0.00117431257469925
14098,BP13106, ,BP,Boyce,Boyce Park,,,,,,,,0.20564026,,,,Access,,,{71B5C5EC-B37A-4FFF-BF2D-E608016FF78A},Active,0.00306965666419579
14099,BP5032, ,BP,Boyce,Boyce Park,,,,,,,,0.02059621,,,,,,,{4897024C-FCD4-4097-9CA7-8BDD5F497977},Active,0.000303272482790132
14100,BP5033, ,BP,Boyce,Boyce Park,,,,,,,,0.21051812,,,,,,,{8385DE2F-B0FB-492B-A9E9-027CD3CC4325},Active,0.0036401407308178
14101,BP5038, ,BP,Boyce,Boyce Park,,,,,,,,0.03170001,,,,,,,{D6AFDFAE-CE96-4E35-8D4E-12A9E0EDEE6E},Closed,0.000480175326012457
14102,BP5042, ,BP,Boyce,Boyce Park,,,,,,,,0.17604682,,,,,,,{F1F29AB5-478E-46A7-90D7-1EB827DC20E7},Active,0.00310549126834109
14103,BP5043, ,BP,Boyce,Boyce Park,,,,,,,,0.08360277,,,,,,,{C724E6F5-A2E4-47F3-9B61-8CD209A7EB6E},Active,0.00136890577431107
14104,BP5044, ,BP,Boyce,Boyce Park,,,,,,,,0.01988253,,,,,,,{87D05576-5DD3-43EA-9661-84C6C05A841E},Active,0.000333114534847747
14105,BP5045, ,BP,Boyce,Boyce Park,,,,,,,,0.01687412,,,,,,,{1295AB0F-23E2-48E5-9544-FAC7826A458D},Active,0.000303654277093194
14106,BP5047, ,BP,Boyce,Boyce Park,,,,,,,,0.10729854,,,,,,,{06457A35-071D-4B74-9E48-944D743D92DF},Active,0.0017976312516527
14107,BP5048, ,BP,Boyce,Boyce Park,,,,,,,,0.0316055,,,,,,,{F2F27531-696A-40AA-9F37-1BD7E7DD92E6},Active,0.000461058405681275
14108,BP5052, ,BP,Boyce,Boyce Park,,,,,,,,0.0232896,,,,,,,{9158A4B9-D7BD-41AF-B604-43DCBD99E3B9},Active,0.000434446117511327
14109,BP5053, ,BP,Boyce,Boyce Park,,,,,,,,0.03628316,,,,,,,{DC067DE0-69C8-4776-BBB2-7E7561554511},Active,0.000619376427806324
14110,BP5054, ,BP,Boyce,Boyce Park,,,,,,,,0.01086721,,,,,,,{154ECE1F-A8DC-431F-948B-FE3ED4852291},Active,0.000185283730052644
14111,BP5055, ,BP,Boyce,Boyce Park,,,,,,,,0.02501298,,,,,,,{86E38863-DF98-4E2F-874F-BDB43F6CC754},Active,0.000364677208390165
14112,BP5058, ,BP,Boyce,Boyce Park,,,,,,,,0.03216667,,,,,,,{06537AFA-3207-4BA2-AA19-F24BF6504EF5},Closed,0.000486329636261119
14113,BP5059, ,BP,Boyce,Boyce Park,,,,,,,,0.06200639,,,,,,,{6997A1F2-FEE9-4E0E-AFEE-28FA8938AE7D},Active,0.000932528494914747
14114,BP5060, ,BP,Boyce,Boyce Park,,,,,,,,0.05206466,,,,,,,{88ED0E86-DBED-480C-A57A-FA634BF60368},Active,0.000806099822228614
14115,BP5061, ,BP,Boyce,Boyce Park,,,,,,,,0.07858309,,,,,,,{56A96F28-6212-4F9C-B2DC-39D9427EE80C},Active,0.00126685184194671
14116,BP5062, ,BP,Boyce,Boyce Park,,,,,,,,0.00659981,,,,,,,{B2A82C51-8FB9-49E7-9B36-07C393C12BA4},Active,0.000116499718738388
14117,BP13130, ,BP,Boyce,Boyce Park,,,,,,,,0.02554401,,,,,Dirt,No,{14CF30BD-D196-4ABD-9F50-B2F48A78BA8A},Closed,0.000480374832409051
14118,BP5064, ,BP,Boyce,Boyce Park,,,,,,,,0.00876439,,,,,,,{DFC62DBF-D470-4D22-806D-3335ABEDCE57},Active,0.000146874962600047
14119,BP5066, ,BP,Boyce,Boyce Park,,,,,,,,0.01138315,,,,,,,{3FF01D38-64A7-459E-8AC2-41A00D8E8BE0},Active,0.000215706225161943
14120,BP5067, ,BP,Boyce,Boyce Park,,,,,,,,0.02667188,,,,,,,{7B12109F-5A41-4F62-BCFE-C33FEEAEEB05},Active,0.000451919136435254
14121,BP5068, ,BP,Boyce,Boyce Park,,,,,,,,0.0701453,,,,,,,{F2039D4A-AA00-490C-933A-0E3071AA78CA},Active,0.00109587209862372
14122,BP5069, ,BP,Boyce,Boyce Park,,,,,,,,0.02125049,,,,,,,{A80D4E46-BDD4-4EE7-A07A-C7847B1A7307},Active,0.000354221992649311
14123,BP5070, ,BP,Boyce,Boyce Park,,,,,,,,0.03073145,,,,,,,{0151E397-9CE1-4FA9-9B6E-02531DE3145F},Active,0.000517782624464268
14124,BP5073, ,BP,Boyce,Boyce Park,,,,,,,,0.02957185,,,,,,,{8A13247E-29A0-48A4-9CD9-BAE68E8418B3},Active,0.000546353831950819
14125,BP5074, ,BP,Boyce,Boyce Park,,,,,,,,0.01623631,,,,,,,{82CD98E8-8960-43B6-ACF7-3B2A9338F0BB},Active,0.000266269702737816
14126,BP5077, ,BP,Boyce,Boyce Park,,,,,,,,0.15756422,,,,,,,{DFA9092F-8431-4665-A445-F3E36ADFBEC6},Active,0.00258315085513296
14127,BP5079, ,BP,Boyce,Boyce Park,,,,,,,,0.38191343,,,,,,,{BA21A85C-53AC-469C-8230-EC2913725192},Active,0.00652716059681389
14128,BP5080, ,BP,Boyce,Boyce Park,,,,,,,,0.02141929,,,,,,,{D07487E2-EA62-4C90-BBFC-96236DC5936D},Active,0.000325803219016736
14129,BP5081, ,BP,Boyce,Boyce Park,,,,,,,,0.02497491,,,,,,,{C3E7F8F6-BBB2-4B54-976E-B43E7A7BCCD7},Active,0.000419016209339137
14130,BP5083, ,BP,Boyce,Boyce Park,,,,,,,,0.05717047,,,,,,,{ACC553D4-876C-4664-BF4F-F160F354FAB1},Active,0.000991701805371886
14131,BP5084, ,BP,Boyce,Boyce Park,,,,,,,,0.27101343,,,,,,,{7357D335-9F25-4068-8E66-512EF34620AC},Active,0.00432865511947573
14132,BP5085, ,BP,Boyce,Boyce Park,,,,,,,,0.35133041,,,,,,,{1DE39745-8272-4BA2-9A3B-BE1211018236},Active,0.00620340346358316
14133,BP5086, ,BP,Boyce,Boyce Park,,,,,,,,0.29387641,,,,,,,{F58B155D-667E-4CEA-98A6-09AC5437D04D},Active,0.00483443821254494
14134,BP5087, ,BP,Boyce,Boyce Park,,,,,,,,0.11693625,,,,,,,{19CAE18E-E969-48F1-8610-FC343C4CBE55},Active,0.00181959461966313
14135,BP5088, ,BP,Boyce,Boyce Park,,,,,,,,0.22510878,,,,,,,{FE1181CB-3975-4A51-88C8-B8DF9666D2B2},Active,0.00390420784784771
14136,BP5089, ,BP,Boyce,Boyce Park,,,,,,,,0.21405816,,,,,,,{F3016D35-4048-4EFC-A86C-169313F3C483},Active,0.0039312181829194
14137,BP13155, ,BP,Boyce,Boyce Park,,,,,,,,0.17288698,,,,Access,Dirt,,{CEAC966B-2E2E-496D-9C86-2D40C41AD60B},Active,0.00253798042673284
14138,BP5094, ,BP,Boyce,Boyce Park,,,,,,,,0.04989435,,,,,,,{EA25078F-902E-4FC4-8838-89F143DA0B3E},Active,0.000858012736391691
14139,BP5095, ,BP,Boyce,Boyce Park,,,,,,,,0.16222703,,,,,,,{75F04392-A5DC-4FCD-AC52-EA17919FE5AF},Active,0.00285111720141038
14140,BP5097, ,BP,Boyce,Boyce Park,,,,,,,,0.01233765,,,,,,,{59BA1A03-C465-4225-9E64-0B7AB09BD5F1},Active,0.000181619534107706
14141,BP5099, ,BP,Boyce,Boyce Park,,,,,,,,0.01348283,,,,,,,{2A589412-2816-4FB9-8A26-A2A0FF10694B},Active,0.000234532747970387
14142,BP13162,,BP,Boyce,Boyce Park,,,,,,,,0.05636351,,,,,,,{399D579E-BF98-4404-9255-A9CA27CDA55A},Closed,0.000864610958390357
14143,BP5101, ,BP,Boyce,Boyce Park,,,,,,,,0.02097044,,,,,,,{D5B611EE-0F83-4C91-B562-C70D858B3A89},Active,0.000381844883011695
14144,BP5102, ,BP,Boyce,Boyce Park,,,,,,,,0.01104813,,,,,,,{966FFF11-8896-45A3-8AB2-B46797D4AE07},Active,0.000168620268968418
14145,BP5103, ,BP,Boyce,Boyce Park,,,,,,,,0.01279399,,,,,,,{6CC1CFE9-7CC6-44B7-AC7F-E67F8538E1AC},Active,0.000224571920271999
14146,BP5104, ,BP,Boyce,Boyce Park,,,,,,,,0.00956338,,,,,,,{4C0C3698-7CC4-4EEE-A896-F30D87261BEF},Active,0.000167245311487941
14147,BP5105, ,BP,Boyce,Boyce Park,,,,,,,,0.00711974,,,,,,,{4894E420-DBFB-48DC-A280-4156DEE521DC},Active,0.000121213394618715
14148,BP5106, ,BP,Boyce,Boyce Park,,,,,,,,0.05845191,,,,,,,{E1A41385-67C8-410C-9CD4-4202E2646DC2},Active,0.00100996299235583
14149,BP5107, ,BP,Boyce,Boyce Park,,,,,,,,0.01116996,,,,,,,{64A08809-A806-4582-B33F-EF3558D21668},Active,0.000196556747927394
14150,BP5109,Green with Yellow Cap,BP,Boyce,Boyce Park,Green with Yellow Cap,GN/YL Cap,Green,Yellow, , ,http://apps.alleghenycounty.us/GIS/GREENbase_YELLOWcap.png,0.03949586,,,Easy,Access,,,{91A4D3B1-BD95-4E49-8269-B1EC54F9D3AD},Active,0.00062971509421945
14151,BP13172,Blue with Yellow Dot,BP,Boyce,Boyce Park,Blue with Yellow Dot,BL/YL Dot,Blue, ,Yellow, ,http://apps.alleghenycounty.us/GIS/BLUEbase_YELLOWdot.png,1.23655063,,,Easy-Moderate,Pt_to_Pt,,,{22DDF679-20B2-4A23-B1B7-36B51E325877},Active,0.0203173692073314
14152,BP5113,White,BP,Boyce,Boyce Park,White,WT,White, , , ,http://apps.alleghenycounty.us/GIS/WHITEbase.png,1.76619713,,,Moderate,Loop,,,{E6CFE640-997D-4DB7-9A86-7AE1B5428798},Active,0.0288095711498161
14153,BP5114,White with Red Dot,BP,Boyce,Boyce Park,White with Red Dot,WT/RD Dot,White, ,Red, ,http://apps.alleghenycounty.us/GIS/WHITEbase_REDdot.png,1.80674713,,,Easy-Moderate,Pt_to_Pt,,,{4304F096-D477-4EEE-B6DD-3FBA43420D9B},Active,0.0295092472996495
14154,BP5115,White with Black Dot,BP,Boyce,Boyce Park,White with Black Dot,WT/BK Dot,White, ,Black, ,http://apps.alleghenycounty.us/GIS/WHITEbase_BLACKdot.png,0.40263257,,,Easy-Moderate,Pt_to_Pt,,,{BDA8EDC5-B224-4989-8DA1-4157D61FF39B},Active,0.00661843663370711
14155,BP13176,White with White Cap,BP,Boyce,Boyce Park,White with White Cap,WT/WT Cap,White,White,,,http://apps.alleghenycounty.us/GIS/WHITEbase_WHITEcap.png,0.10369015,,,Easy-Moderate,,Dirt,No,{225BF080-E3FB-4795-90FB-08538AFB61AD},Active,0.00168678891496716
14156,BP5117,Blue with Blue Cap,BP,Boyce,Boyce Park,Blue with Blue Cap,BL/BL Cap,Blue,Blue, , ,http://apps.alleghenycounty.us/GIS/BLUEbase_BLUEcap.png,0.17980209,,,Easy-Moderate,Connector,,,{E9F1F0AA-F2FF-4FF9-9F9C-E24DF1651C8C},Active,0.00313267951793446
14157,BP13178,Blue,BP,Boyce,Boyce Park,Blue,BL,Blue,,,,http://apps.alleghenycounty.us/GIS/BLUEbase.png,1.204944,,,Moderate,Point to Point,Dirt,No,{85F06BB2-4707-4552-B823-9E5E74B48923},Active,0.0189646879505407
14158,BP5119,Blue with Black Dot,BP,Boyce,Boyce Park,Blue with Black Dot,BL/BK Dot,Blue, ,Black, ,http://apps.alleghenycounty.us/GIS/BLUEbase_BLACKdot.png,0.51188322,,,Easy-Moderate,Loop,,,{5EE27740-2474-4431-8639-89E9E4EF13F7},Active,0.00881739638038518
14159,BP5120,Blue with Red Dot and Blue Cap,BP,Boyce,Boyce Park,Blue with Red Dot and Blue Cap,BL/RD Dot/BL Cap,Blue,Blue,Red, ,http://apps.alleghenycounty.us/GIS/BLUEbase_REDdot_BLUEcap.png,0.15213585,,,Easy,Connector,,,{F374B2DE-C30A-4F0B-91E4-11D73863FC59},Active,0.00245656952978578
14160,BP5121,Orange with Black Dot,BP,Boyce,Boyce Park,Orange with Black Dot,OR/BK Dot,Orange, ,Black, ,http://apps.alleghenycounty.us/GIS/ORANGEbase_BLACKdot.png,0.34680806,,,Easy-Moderate,Access,,,{109F5270-127D-4315-9CAA-2C99E89E2165},Active,0.00587415744366409
14161,BP5122,Blue with Yellow Cap,BP,Boyce,Boyce Park,Blue with Yellow Cap,BL/YL Cap,Blue,Yellow, , ,http://apps.alleghenycounty.us/GIS/BLUEbase_YELLOWcap.png,0.03845117,,,Easy,Connector,,,{C9A84F98-D812-4ED2-A9D0-529284E32C2E},Active,0.000694509072940155
14162,BP13183, ,BP,Boyce,Boyce Park,<Null>,<Null>,,, , ,<Null>,0.0337154,,,Easy-Moderate,Access,,,{7CE18C31-4238-413B-B8AF-CE0721DE9689},Active,0.000614224134445431
14163,BP13185, ,BP,Boyce,Boyce Park,<Null>,<Null>,,,, ,<Null>,0.13620146,,,Easy-Moderate,Connector,Dirt,No,{27F6CA4D-0B0F-4E92-A1BB-AFAABA8FFFD1},Active,0.00220975302007208
14164,BP13189,Orange with Yellow Dot,BP,Boyce,Boyce Park,Orange with Yellow Dot,OR/YL Dot,Orange, ,Yellow, ,http://apps.alleghenycounty.us/GIS/ORANGEbase_YELLOWdot.png,0.21427762,,,Moderate,Pt_to_Pt,Dirt,No,{CB5D4C9D-43F7-4285-BDAC-03D9FA169975},Active,0.00386030165866105
14165,BP5130,Green with Red Dot,BP,Boyce,Boyce Park,Green with Red Dot,GN/RD Dot,Green, ,Red, ,http://apps.alleghenycounty.us/GIS/GREENbase_REDdot.png,0.37338591,,,Easy-Moderate,Pt_to_Pt,,,{A498F13A-3C43-4DDC-8734-A1B09C92B7A9},Active,0.00644322433960457
14166,BP5131,Orange with White Dot,BP,Boyce,Boyce Park,Orange with White Dot,OR/WT Dot,Orange, ,White, ,http://apps.alleghenycounty.us/GIS/ORANGEbase_WHITEdot.png,0.42151509,,,Easy-Moderate,Pt_to_Pt,,,{4DD4CCBF-157D-40B1-8A84-ED238A25077E},Active,0.00740692054383098
14167,BP5132,Orange,BP,Boyce,Boyce Park,Orange,OR,Orange, , , ,http://apps.alleghenycounty.us/GIS/ORANGEbase.png,1.21530447,,,Easy-Moderate,Pt_to_Pt,,,{F6FD87A0-AF67-4468-9D97-FFF9FEBD111C},Active,0.0202729475900097
